X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.230395156142748,34.221140966927237,143673828,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff,Sheriff - La Crescenta Station (EVSE),4554 Briggs Ave,,La Crescenta,,24 hours daily,323-267-2023,,,Public ,2 charging stations,81701,"Opened at 7/1/2016

24 hours daily; keypad activated, instructions on EVSE

&nbsp;",91214,http://egis3.lacounty.gov/lms/?p=81701,publish,34.221141,-118.2303951,2017-01-30T14:03:35.000Z,,6492021.79667573,1902937.55201273
-118.16835015649697,34.059560266743752,143673829,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff,Sheriff - Headquarters (EVSE),4700 Ramona Blvd,,Monterey Park,CA,8am-5pm M-F,323-267-2023,,,County Only,2 charging stations,81699,"Opened at 8/1/2014

8am-5pm M-F; keypad activated, instructions on EVSE",91754,http://egis3.lacounty.gov/lms/?p=81699,publish,34.0595603,-118.1683501,2017-01-30T14:05:00.000Z,,6510679.52215546,1844098.23432414
-118.17425565615315,34.049701466868925,143673830,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff ,Sheriff - Fleet Shop (EVSE),1104 N Eastern Ave,,Los Angeles ,,8am-5pm M-F,323-267-2023,,,Public ,2 charging stations,81697,"Northside wall of Shop

Opened at 8/1/2014

8am-5pm M-F; keypad activated, instructions on EVSE",90063,http://egis3.lacounty.gov/lms/?p=81697,publish,34.0497015,-118.1742556,2017-01-30T14:05:05.000Z,,6508884.61399989,1840513.47935456
-118.175168256068218,34.053287567194353,143673831,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff,Sheriff - Communications Center (EVSE),1275 N Eastern Ave,,Los Angeles,CA,,,,,County Only,2 charging stations,81695,"Opened at 8/1/2014

Permitted employee parking only",90063,http://egis3.lacounty.gov/lms/?p=81695,publish,34.0532876,-118.1751682,2017-01-30T14:05:08.000Z,,6508610.44263221,1841819.0095519
-118.226990556566534,33.938295666881331,143673832,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff,Sheriff - Century Station (EVSE),11705 S Alameda ,,Lynwood,CA,Garage business hours,323-267-2023,,,Public ,2 charging stations,81693,"Opened at 8/1/2014

Garage business hours; pay lot; keypad activated, instructions on EVSE",90059,http://egis3.lacounty.gov/lms/?p=81693,publish,33.9382957,-118.2269905,2017-01-30T14:05:12.000Z,,6492818.56575146,1800002.58793557
-118.263043756123338,33.834435467555366,143673833,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff ,Sheriff - Carson Station (EVSE),21356 S Avalon Blvd,,Carson,CA,24 hours daily,323-267-2023,,,County Only,2 charging stations,81691,"Opened at 7/1/2016

24 hours daily; keypad activated, instructions on EVSE",90745,http://egis3.lacounty.gov/lms/?p=81691,publish,33.8344355,-118.2630437,2017-01-30T14:05:25.000Z,,6481783.8627553,1762232.16347656
-118.551035956235012,34.415508366333192,143673834,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff,Sheriff  - Santa Clarita Station (EVSE),23740 Magic Mountain Pkwy,,Santa Clarita,CA,24 hours daily,323-267-2023,,,County Only,2 charging stations,81689,"Opened at 8/1/2014

24 hours daily; keypad activated, instructions on EVSE",91355,http://egis3.lacounty.gov/lms/?p=81689,publish,34.4155084,-118.5510359,2017-01-30T14:05:30.000Z,,6395480.4054413,1974047.22147289
-117.802142057056784,34.104770167032932,143673835,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Sheriff,Sheriff  - San Dimas Station (EVSE),270 S Walnut Ave,,San Dimas ,CA,24 hours daily,323-267-2023,,,County Only,2 charging stations,81687,"Opened at 8/1/2014

24 hours daily; keypad activated, instructions on EVSE",91773,http://egis3.lacounty.gov/lms/?p=81687,publish,34.1047702,-117.802142,2017-01-30T14:05:34.000Z,,6621566.25313747,1860567.22992939
-118.067893856913287,33.915989367172756,143673836,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Registrar-Recorder - County Clerk,Registrar-Recorder - County Clerk (EVSE),12400 E Imperial Hwy,,Norwalk ,CA,Business hours,323-267-2023,,,County Only,3 charging stations,81685,"Located in employee parking lot; notify parking attendant when charging

Opened at 8/1/2014

Garage business hours; reserved primarily for employee use; notify attendant before charging",90650,http://egis3.lacounty.gov/lms/?p=81685,publish,33.9159894,-118.0678938,2017-01-30T14:05:38.000Z,,6541070.98368214,1791814.04132056
-118.21252815645397,34.061894266725147,143673837,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - University of Southern California Medical Center,University of Southern California Medical Center (EVSE),1214 N Mission Rd,,Los Angeles ,CA,,,,,County Only,4 charging stations,81683,"Located in lot 10

Opened at 8/1/2014

Employee use only",90033,http://egis3.lacounty.gov/lms/?p=81683,publish,34.0618943,-118.2125281,2017-01-30T14:05:42.000Z,,6497300.45967481,1844972.97076364
-118.21044575624542,34.053682267012896,143673838,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - University of Southern California Medical Center,University of Southern California Medical Center (EVSE),Brittania St,,Los Angeles ,CA,323-267-2023,323-267-2023,,,County Only,10 charging stations,81681,"Located in Lot 9 D

Opened at 9/1/2015

24 hours daily; keypad activated, instructions on EVSE",90033,http://egis3.lacounty.gov/lms/?p=81681,publish,34.0536823,-118.2104457,2017-01-30T14:05:46.000Z,,6497924.91315031,1841983.14472231
-118.131974456925121,33.916222867212255,143673839,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Probation Department,Probation Department (EVSE),9150 E Imperial Hwy,,Downey,CA,Business hours,323-267-2023,,,County Only,2 charging stations,81679,"Located in front visitor parking lot

Opened at 10/1/2014

Business hours; keypad activated, instructions on EVSE",90242,http://egis3.lacounty.gov/lms/?p=81679,publish,33.9162229,-118.1319744,2017-01-30T14:05:53.000Z,,6521628.70170064,1791918.34590198
-118.445957256551424,34.325909466216224,143673840,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Olive View UCLA Medical Center,Olive View UCLA Medical Center - Overflow Lot (EVSE),14445 Olive View Dr,,Sylmar,CA,24 hours daily,323-267-2023,,,Future Site,10 charging stations,81676,"Located in the overflow lot

24 hours daily; keypad activated, instructions on EVSE",91342,http://egis3.lacounty.gov/lms/?p=81676,publish,34.3259095,-118.4459572,2017-01-30T14:05:56.000Z,,6427026.7675453,1941283.58818139
-118.445957256551424,34.325909466216224,143673841,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Olive View UCLA Medical Center,Olive View UCLA Medical Center (EVSE),14445 Olive View Dr,,Sylmar,CA,24 hours daily,323-267-2023,,,County Only,4 charging stations,81674,"Located just East of the Sheriff substation. Enter off Cobalt St. Additional chargers located in the overflow lot

Opened at 10/1/2014

24 hours daily; keypad activated, instructions on EVSE",91342,http://egis3.lacounty.gov/lms/?p=81674,publish,34.3259095,-118.4459572,2017-01-30T14:06:00.000Z,,6427026.7675453,1941283.58818139
-118.359229356289873,34.063932266919302,143673842,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Museum of Art,Museum of Art (EVSE),5905 Wilshire Blvd,Los Angeles,Los Angeles,CA,,"888-833-2148
323-857-6010",,,County Only,3 charging stations,81672,"Garage entrance on 6th St. Chargers located on first level.

Opened at 4/10/2012

Garage business hours; pay lot",90036,http://egis3.lacounty.gov/lms/?p=81672,publish,34.0639323,-118.3592293,2017-01-30T14:06:05.000Z,,6452870.84446597,1845841.00085172
-118.449266256346206,34.207174366690907,143673843,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Mid-Valley Comprehensive Health Center,Mid-Valley Comprehensive Health Center (EVSE),7515 Van Nuys Blvd,,Van Nuys,CA,6am-6pm M-F,"213-972-7211
323-267-2023",,,Future Site,2 charging stations,81670,"Parking structure ground Floor

Opened at 4/1/2015

6am-6pm M-F; keypad activated, instructions on EVSE",91405,http://egis3.lacounty.gov/lms/?p=81670,publish,34.2071744,-118.4492662,2017-01-30T14:06:09.000Z,,6425834.59342048,1898078.59322673
-118.449266256346206,34.207174366690907,143673844,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Mid-Valley Comprehensive Health Center,Mid-Valley Comprehensive Health Center (EVSE),7515 Van Nuys Blvd,,Van Nuys,CA,6am-6pm M-F,213-972-7211  323-267-2023,,,County Only,5 charging stations,81668,"Parking structure ground Floor

Opened at 4/1/2015

6am-6pm M-F; keypad activated, instructions on EVSE",91405,http://egis3.lacounty.gov/lms/?p=81668,publish,34.2071744,-118.4492662,2017-01-30T14:06:13.000Z,,6425834.59342048,1898078.59322673
-118.245352256714725,33.923852367340892,143673845,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Martin Luther King Hospital ,Martin Luther King Hospital (EVSE),1670 E 120th St,,Los Angeles ,CA,24 hours daily,323-267-2023,,,Future Site,10 charging stations,81666,"Located east of the parking structure

24 hours daily; keypad activated, instructions on EVSE",90059,http://egis3.lacounty.gov/lms/?p=81666,publish,33.9238524,-118.2453522,2017-01-30T14:06:16.000Z,,6487236.1943703,1794759.44947173
-118.245352256714725,33.923852367340892,143673846,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Martin Luther King Hospital,Martin Luther King Hospital (EVSE),1670 E 120th St,,Los Angeles ,CA,24 hours daily,323-267-2023,,,County Only,2 charging stations,81664,"Located at loading dock, first driveway East of Compton Ave

Opened at 10/1/2014

24 hours daily; keypad activated, instructions on EVSE

&nbsp;",90059,http://egis3.lacounty.gov/lms/?p=81664,publish,33.9238524,-118.2453522,2017-01-30T14:06:19.000Z,,6487236.1943703,1794759.44947173
-118.442655755827062,33.977852766967672,143673847,,,Transportation,Alternative Fuel,Electricity Fueling Stations,,Marina Lot 77 (EVSE),13560 Mindinao Way,,Marina Del Rey,CA,24 hours daily,323-267-2023 ,,,County Only,2 charging stations,81662,"Opened at 10/1/2014

24 hours daily; keypad activated, instructions on EVSE

&nbsp;",90292,http://egis3.lacounty.gov/lms/?p=81662,publish,33.9778528,-118.4426557,2017-01-30T14:06:23.000Z,,6427465.75551248,1814616.03082147
-118.124681557244415,34.704551666241613,143673848,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - High Desert Regional Health Center,High Desert Regional Health Center (EVSE),335 E Ave I,,Lancaster ,CA,Business hours,323-881-3919,,,County Only,4 charging stations,81660,"Located in employee parking

Opened at 8/1/2014

Business hours; use buzzer to summon security for access to parking lot",93535,http://egis3.lacounty.gov/lms/?p=81660,publish,34.7045517,-118.1246815,2017-01-30T14:06:26.000Z,,6524197.24380764,2078805.0785578
-118.248158556783366,34.056295066693913,143673849,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Hall of Administration,Hall of Administration (EVSE),140 N Grand Ave,,Los Angeles,CA,,,,,Fleet Only,8 charging stations,81633,"Located in Internal Services Department  Lot 18, lower level

Opened at 8/1/2014

Los Angeles County FLEET Only Fleet Area",90012,http://egis3.lacounty.gov/lms/?p=81633,publish,34.0562951,-118.2481585,2017-01-30T14:07:44.000Z,,6486503.82149123,1842960.04926457
-118.152719656640727,34.010837766892529,143673850,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Health Services,Health Services (EVSE),5555 Ferguson Dr,,Commerce,CA,24 hours daily,323-267-2023,,,County Only,4 charging stations,81658,"Located in rear parking lot

Opened at 10/1/2014

24 hours daily; keypad activated, instructions on EVSE",90022,http://egis3.lacounty.gov/lms/?p=81658,publish,34.0108378,-118.1527196,2017-01-30T14:08:08.000Z,,6515386.83163847,1826359.61297731
-118.291844755508251,33.830725267664398,143673851,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Harbor UCLA Medical Center,Harbor UCLA Medical Center (EVSE),1000 W Carson St,,Torrance,CA,24 hours daily,323-267-2023,,,Future Site,24 charging stations,81655,"Lot D Ground Floor

Opened at 6/30/2017

24 hours daily; keypad activated, instructions on EVSE",90502,http://egis3.lacounty.gov/lms/?p=81655,publish,33.8307253,-118.2918447,2017-01-30T14:08:12.000Z,,6473033.09154297,1760906.07360905
-118.291844755508251,33.830725267664398,143673852,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Harbor UCLA Medical Center,Harbor UCLA Medical Center (EVSE),1000 W Carson St,,Torrance,CA,24 hours daily,323-267-2023,,,Future Site,8 charging stations,81653,"Lot D Ground Floor

Opened at 6/30/2017

24 hours daily; keypad activated, instructions on EVSE",90502,http://egis3.lacounty.gov/lms/?p=81653,publish,33.8307253,-118.2918447,2017-01-30T14:08:16.000Z,,6473033.09154297,1760906.07360905
-118.172797356100261,34.051930667102063,143673853,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Fire Department,Fire Department Headquarters (EVSE),1320 N Eastern Ave,,Los Angeles,CA,6am-6pm M-F,,,,Future Site,6 charging stations,81651,"Located at the northwestern edge of parking lot

Opened at 6/30/2017

6am-6pm M-F; keypad activated, instructions on EVSE; Fleet use only",90063,http://egis3.lacounty.gov/lms/?p=81651,publish,34.0519307,-118.1727973,2017-01-30T14:08:19.000Z,,6509327.75812672,1841323.96493831
-118.050881357277163,34.144827766890131,143673854,,,Transportation,Alternative Fuel,Electricity Fueling Stations,,Arboretum (EVSE),301 N Baldwin Ave,,Arcadia,CA,24 hours daily,323-267-2023,,,Fleet Only,3 charging stations,81649,"Located in parking lot directly across from Harvard Dr

Opened at 6/1/2014",91007,http://egis3.lacounty.gov/lms/?p=81649,publish,34.1448278,-118.0508813,2017-01-30T14:08:23.000Z,,6546274.81907497,1875089.87345622
-118.236665756916466,34.700500665947288,143673855,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Internal Services ,"Internal Services Shop, Mira Loma (EVSE)",45000 N 60th St W,,Lancaster,CA,7am-4pm M-F,323-267-2023,,,County Only,1 charging stations,81647,"Opened at 8/1/2014

7am-4pm M-F; keypad activated, instructions on EVSE",93536,http://egis3.lacounty.gov/lms/?p=81647,publish,34.7005007,-118.2366657,2017-01-30T14:08:28.000Z,,6490536.9259578,2077391.29103106
-118.17425565615315,34.049701466868925,143673856,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Internal Services ,Internal Services Shop (EVSE),1104 N Eastern Ave,,Los Angeles ,CA,,,,,Fleet Only,6 charging stations,81645,"Opened at 8/1/2014

Los Angeles County fleet use only",90063,http://egis3.lacounty.gov/lms/?p=81645,publish,34.0497015,-118.1742556,2017-01-30T14:08:31.000Z,,6508884.61399989,1840513.47935456
-117.987391256866914,34.132765066712352,143673857,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Internal Services,Internal Services Shop (EVSE),1703 Mountain Ave,,Monrovia,CA,7am-4pm M-F,323-267-2023,,,County Only,2 charging stations,81643,"Opened at 5/26/2016

7am-4pm M-F; keypad activated, instructions on EVSE",91016,http://egis3.lacounty.gov/lms/?p=81643,publish,34.1327651,-117.9873912,2017-01-30T14:08:36.000Z,,6565486.00998323,1870696.37929048
-118.17409605606484,34.051670867287676,143673858,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Internal Services Department,Internal Services Department Telecomm (EVSE),1110 N Eastern Ave,,Los Angeles ,CA,6am-6pm M-F,323-267-2023,,,County Only,4 charging stations,81641,"Opened at 8/1/2014

6am-6pm M-F; keypad activated, instructions on EVSE",90063,http://egis3.lacounty.gov/lms/?p=81641,publish,34.0516709,-118.174096,2017-01-30T14:08:40.000Z,,6508934.20149913,1841230.09767197
-118.175893456608918,34.049310366838718,143673859,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Internal Services Department,Internal Services Department Headquarters (EVSE),1102 N Eastern Ave,,Los Angeles ,CA,6am-6pm M-Th,323-267-2023,,,Public ,4 charging stations,81639,"Located in lot 81

Opened at 8/1/2014

6am-6pm M-Th; keypad activated, instructions on EVSE",90063,http://egis3.lacounty.gov/lms/?p=81639,publish,34.0493104,-118.1758934,2017-01-30T14:08:44.000Z,,6508388.24097688,1840372.01474248
-118.248158556783366,34.056295066693913,143673860,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Hall of Administration,Hall of Administration (EVSE),140 N Grand Ave,,Los Angeles ,CA,,,,,County Only,4 charging stations,81637,"Located in Internal Services Department  Lot 18, upper level

Opened at 8/1/2014

Permitted Employee parking Only Lower Level; keypad activated, instructions on EVSE",90012,http://egis3.lacounty.gov/lms/?p=81637,publish,34.0562951,-118.2481585,2017-01-30T14:08:50.000Z,,6486503.82149123,1842960.04926457
-118.248158556783366,34.056295066693913,143673861,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Hall of Administration,Hall of Administration (EVSE),140 N Grand Ave,,Los Angeles ,CA,,,,,County Only,4 charging stations,81635,"Located in Internal Services Department  Lot 18, upper level

Opened at 8/1/2014

Permitted Employee parking Only Upper Level; keypad activated, instructions on EVSE",90012,http://egis3.lacounty.gov/lms/?p=81635,publish,34.0562951,-118.2481585,2017-01-30T14:08:54.000Z,,6486503.82149123,1842960.04926457
-118.273681056070572,34.026055866786706,143673862,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Department of Public Social Services,Department of Public Social Services - County Auto Park Lot 46 (EVSE),318 W Adams Blvd,,Los Angeles,CA,,,,,County Only,2 charging stations,81631,"Opened at 6/15/2015

Permitted employee parking only; keypad activated, instructions on EVSE",90007,http://egis3.lacounty.gov/lms/?p=81631,publish,34.0260559,-118.273681,2017-01-30T14:10:13.000Z,,6478743.18478155,1831975.51775597
-117.753928757847717,34.05275016762301,143673863,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Department of Public Health,Department of Public Health (EVSE),750 S Park,,Pomona,CA,6am-6pm M-F,,,,Future Site,2 charging stations,81629,"Located behind the building

Opened at 8/30/2016

6am-6pm M-F; keypad activated, instructions on EVSE; Employee use only",91766,http://egis3.lacounty.gov/lms/?p=81629,publish,34.0527502,-117.7539287,2017-01-30T14:10:18.000Z,,6636207.78783073,1841668.44915748
-117.974462556843491,34.103147867241177,143673864,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Department of Public Health,Department of Public Health (EVSE),5050 Commerce Dr,,Baldwin Park,CA,6am-6pm M-F,,,,County Only,6 charging stations,81627,"In rear of building

Opened at 7/1/2015

6am-6pm M-F; keypad activated, instructions on EVSE",91706,http://egis3.lacounty.gov/lms/?p=81627,publish,34.1031479,-117.9744625,2017-01-30T14:10:21.000Z,,6569401.24001364,1859918.87427072
-118.290484256045033,34.064346167126509,143673865,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Department of Mental Health,Department of Mental Health (EVSE),523 Shatto Pl,,Los Angeles,CA,,,,,County Only,4 charging stations,81625,"Located in lot 68

Opened at 6/15/2016

Permitted employee parking only; keypad activated, instructions on EVSE",90020,http://egis3.lacounty.gov/lms/?p=81625,publish,34.0643462,-118.2904842,2017-01-30T14:10:25.000Z,,6473691.9872068,1845924.33762731
-118.24943605592135,34.059866766633647,143673866,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Department of Health Services,Department of Health Services Administration Lot 29 (EVSE),313 N Figueroa,,Los Angeles,CA,,"213-972-7211
323-267-2023",,,Public ,4 charging stations,81622,"Enter on N Figueroa

Opened at 8/1/2014

Garage business hours; pay lot; keypad activated, instructions on EVSE",90012,http://egis3.lacounty.gov/lms/?p=81622,publish,34.0598668,-118.249436,2017-01-30T14:10:29.000Z,,6486120.09686497,1844260.8137234
-118.291304656143069,33.963110267360953,143673867,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Department of Children & Family Services,"Department of Children &amp; Family Services (EVSE)",8300 S Vermont Ave,,Los Angeles,CA,6am-6pm M-F,323-267-2023,,,County Only,16 charging stations,81620,"Located in the parking structure

Opened at 9/1/2015

6am-6pm M-F; keypad activated, instructions on EVSE",90044,http://egis3.lacounty.gov/lms/?p=81620,publish,33.9631103,-118.2913046,2017-01-30T14:10:34.000Z,,6473336.74710363,1809083.41754289
-118.15004645611458,34.084543667003146,143675313,,,Transportation,Alternative Fuel,Electricity Fueling Stations,Los Angeles County - Department of Public Works,Public Works Headquarters (EVSE),900 S Fremont Ave,,Alhambra,CA,"6am-6pm M-F; keypad activated, instructions on EVSE
",323-267-2023,,,Public ,8 charging stations,81614,Located in front and near the motorpool area,91803,http://egis3.lacounty.gov/lms/?p=81614,publish,34.0845437,-118.1500464,2018-02-12T14:00:25.000Z,,6516237.01497747,1853181.38118406
-117.83030505726984,34.000146967379273,143607932,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,South Coast California Air Quality Management District,21865 E Copley Drive,,Diamond Bar,CA,7am-5:30pm T-F,909-396-2238,,,Operational,,4800,,91765,http://egis3.lacounty.gov/lms/?p=4800,publish,34.000147,-117.830305,2010-11-01T19:50:56.000Z,,6613104.98856397,1822477.2746134
-118.314000056805142,34.17539996699211,143607981,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Burbank Hydrogen Fueling Station,124 S Lake Street,,Burbank,CA,,,,http://www.weststart.net/ccm/home/ccm2_fuelsite.php?type=&id=0000001506,Operational,,4849,,91502,http://egis3.lacounty.gov/lms/?p=4849,publish,34.1754,-118.314,2010-11-01T19:50:56.000Z,,6466696.07501756,1886360.09599447
-118.171600056271075,34.062359966603026,143607982,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,"California State University, Los Angeles",5151 State University Dr.,,Los Angeles,CA,,,,http://www.weststart.net/ccm/home/ccm2_fuelsite.php?type=HYD&id=0000000857,Planned,,4850,,90001,http://egis3.lacounty.gov/lms/?p=4850,publish,34.06236,-118.1716,2010-11-01T19:50:56.000Z,,6509696.91486873,1845118.76213872
-118.177000056412041,34.082599966896659,143607983,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,City Of Los Angeles For Honda Fcx Fleet (Mobile),,,Los Angeles,CA,,,,http://www.weststart.net/ccm/home/ccm2_fuelsite.php?type=HYD&id=0000001353,Operational,,4851,,90001,http://egis3.lacounty.gov/lms/?p=4851,publish,34.0826,-118.177,2010-11-01T19:50:56.000Z,,6508074.3593868,1852487.30973756
-118.313330055871262,33.843779967030756,143607984,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Honda Home Energy Station,1900 Harpers Way,,Torrance,CA,,,,http://afdcmap2.nrel.gov/locator/FindPane.asp,Operational,,4852,,90501,http://egis3.lacounty.gov/lms/?p=4852,publish,33.84378,-118.31333,2010-11-01T19:50:56.000Z,,6466522.54058772,1765676.63493407
-118.313330055871262,33.843779967030756,143607985,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Honda Solar Hydrogen Refueling Station,1900 Harpers Way,,Torrance,CA,,,,"http://afdcmap2.nrel.gov/locator/FindPane.asp, http://www.ieahia.org/pdfs/honda.pdf",Operational,,4853,,90501,http://egis3.lacounty.gov/lms/?p=4853,publish,33.84378,-118.31333,2010-11-01T19:50:56.000Z,,6466522.54058772,1765676.63493407
-118.360000055531614,33.826199967317265,143607986,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,La Hydrogen Pipeline,,,Torrance,CA,,,,http://www.hydrogen.energy.gov/pdfs/progress05/viii_c_4_zitkus.pdf,Planned,,4854,,90501,http://egis3.lacounty.gov/lms/?p=4854,publish,33.8262,-118.36,2010-11-01T19:50:56.000Z,,6452327.5732428,1759326.32611239
-118.163290056662731,33.811579967065704,143607987,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Long Beach Energy Air Products And Chemicals Inc Fueling,2400 East Spring Street,,Long Beach,CA,,,,http://www.weststart.net/ccm/home/ccm2_fuelsite.php?type=&id=0000001021,Planned,,4855,,90745,http://egis3.lacounty.gov/lms/?p=4855,publish,33.81158,-118.16329,2010-11-01T19:50:56.000Z,,6512065.55219181,1753850.20976806
-118.430840055870817,33.940889966942677,143607988,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Praxair Lax Airport Station,7450 World Way West,,Los Angeles,CA,,,,http://www.weststart.net/ccm/home/ccm2_fuelsite.php?type=HYD&id=0000001224,Operational,,4856,,90001,http://egis3.lacounty.gov/lms/?p=4856,publish,33.94089,-118.43084,2010-11-01T19:50:56.000Z,,6430990.36722964,1801149.02986839
-118.243000056803837,34.052199966713872,143607989,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Sacramento Municipal Utility District (Smud) Temporary Mobile Refueler,6200 S Street,,Sacramento,CA,,,,http://www.smud.org/community-environment/evs/hydrogenfuelstation.html,Operational,,4857,,95814,http://egis3.lacounty.gov/lms/?p=4857,publish,34.0522,-118.243,2010-11-01T19:50:56.000Z,,6488062.71076189,1841465.94989055
-118.468470056165145,34.026989967148957,143607990,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Santa Monica Hydrogen Fueling Station,2500 Michigan Ave,,Santa Monica,CA,,,,http://afdcmap2.nrel.gov/locator/FindPane.asp,Operational,,4858,,90404,http://egis3.lacounty.gov/lms/?p=4858,publish,34.02699,-118.46847,2010-11-01T19:50:56.000Z,,6419722.75820322,1832533.33980305
-117.829970056989339,34.000279967689231,143607991,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Scaqmd Energy Station At Scaqmd Headquarters,21865 East Copley Drive,,Diamond Bar,CA,,,,http://afdcmap2.nrel.gov/locator/FindPane.asp,Operational,,4859,,91765,http://egis3.lacounty.gov/lms/?p=4859,publish,34.00028,-117.82997,2010-11-01T19:50:56.000Z,,6613206.44538206,1822525.84767897
-118.080660056387927,34.051599967457285,143607992,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Southern California Edison Headquaters,8631 Rush St.,,Rosemead,CA,,,,http://www.weststart.net/ccm/home/ccm2_fuelsite.php?type=HYD&id=0000001357,Operational,,4860,,91770,http://egis3.lacounty.gov/lms/?p=4860,publish,34.0516,-118.08066,2010-11-01T19:50:56.000Z,,6537237.24987981,1841168.43080056
